medida;tiempo;canal;id;valor
voltageReceiver1;10/04/2025 23:16;a;7;1741
voltageReceiver2;10/04/2025 23:16;a;7;1588
status;10/04/2025 23:16;ALL;7;1
voltageReceiver1;10/04/2025 23:16;b;7;1718
voltageReceiver2;10/04/2025 23:16;b;7;16
status;10/04/2025 23:16;ALL;7;1
voltageReceiver1;10/04/2025 23:16;a;7;1741
voltageReceiver2;10/04/2025 23:16;a;7;1588
status;10/04/2025 23:16;ALL;7;1
voltageReceiver1;10/04/2025 23:16;b;7;1718
voltageReceiver2;10/04/2025 23:16;b;7;16
status;10/04/2025 23:17;ALL;7;1
voltageReceiver1;10/04/2025 23:17;a;7;1753
voltageReceiver2;10/04/2025 23:17;a;7;1588
status;10/04/2025 23:17;ALL;7;1
voltageReceiver1;10/04/2025 23:17;b;7;1671
voltageReceiver2;10/04/2025 23:17;b;7;1612
status;10/04/2025 23:17;ALL;7;1
voltageReceiver1;10/04/2025 23:17;a;7;1753
voltageReceiver2;10/04/2025 23:17;a;7;1588
status;10/04/2025 23:17;ALL;7;1
voltageReceiver1;10/04/2025 23:17;b;7;1671
voltageReceiver2;10/04/2025 23:17;b;7;1612
status;10/04/2025 23:18;ALL;7;1
voltageReceiver1;10/04/2025 23:18;a;7;1741
voltageReceiver2;10/04/2025 23:18;a;7;1588
status;10/04/2025 23:18;ALL;7;1
voltageReceiver1;10/04/2025 23:18;b;7;1718
voltageReceiver2;10/04/2025 23:18;b;7;16
status;10/04/2025 23:18;ALL;7;1
voltageReceiver1;10/04/2025 23:18;a;7;1753
voltageReceiver2;10/04/2025 23:18;a;7;1588
status;10/04/2025 23:18;ALL;7;1
voltageReceiver1;10/04/2025 23:18;b;7;1718
voltageReceiver2;10/04/2025 23:18;b;7;16
status;10/04/2025 23:19;ALL;7;1
voltageReceiver1;10/04/2025 23:19;a;7;1741
voltageReceiver2;10/04/2025 23:19;a;7;1588
status;10/04/2025 23:19;ALL;7;1
voltageReceiver1;10/04/2025 23:19;b;7;1671
voltageReceiver2;10/04/2025 23:19;b;7;1612
status;10/04/2025 23:19;ALL;7;1
voltageReceiver1;10/04/2025 23:19;a;7;1741
voltageReceiver2;10/04/2025 23:19;a;7;1588
status;10/04/2025 23:19;ALL;7;1
voltageReceiver1;10/04/2025 23:19;b;7;1671
voltageReceiver2;10/04/2025 23:19;b;7;1612
status;10/04/2025 23:20;ALL;7;1
voltageReceiver1;10/04/2025 23:20;a;7;1753
voltageReceiver2;10/04/2025 23:20;a;7;1588
status;10/04/2025 23:20;ALL;7;1
voltageReceiver1;10/04/2025 23:20;b;7;1706
voltageReceiver2;10/04/2025 23:20;b;7;16
status;10/04/2025 23:20;ALL;7;1
voltageReceiver1;10/04/2025 23:20;a;7;1765
voltageReceiver2;10/04/2025 23:20;a;7;1588
status;10/04/2025 23:20;ALL;7;1
voltageReceiver1;10/04/2025 23:20;b;7;1706
voltageReceiver2;10/04/2025 23:20;b;7;16
status;10/04/2025 23:21;ALL;7;1
voltageReceiver1;10/04/2025 23:21;a;7;1718
voltageReceiver2;10/04/2025 23:21;a;7;1588
status;10/04/2025 23:21;ALL;7;1
voltageReceiver1;10/04/2025 23:21;b;7;1682
voltageReceiver2;10/04/2025 23:21;b;7;1612
status;10/04/2025 23:21;ALL;7;1
voltageReceiver1;10/04/2025 23:21;a;7;1718
voltageReceiver2;10/04/2025 23:21;a;7;1588
status;10/04/2025 23:21;ALL;7;1
voltageReceiver1;10/04/2025 23:21;b;7;1682
voltageReceiver2;10/04/2025 23:21;b;7;1612
status;10/04/2025 23:22;ALL;7;1
voltageReceiver1;10/04/2025 23:22;a;7;1776
voltageReceiver2;10/04/2025 23:22;a;7;1588
status;10/04/2025 23:22;ALL;7;1
voltageReceiver1;10/04/2025 23:22;b;7;1706
voltageReceiver2;10/04/2025 23:22;b;7;16
status;10/04/2025 23:22;ALL;7;1
voltageReceiver1;10/04/2025 23:22;a;7;1776
voltageReceiver2;10/04/2025 23:22;a;7;1588
status;10/04/2025 23:22;ALL;7;1
voltageReceiver1;10/04/2025 23:22;b;7;1706
voltageReceiver2;10/04/2025 23:22;b;7;16
status;10/04/2025 23:23;ALL;7;1
voltageReceiver1;10/04/2025 23:23;a;7;1718
voltageReceiver2;10/04/2025 23:23;a;7;1588
status;10/04/2025 23:23;ALL;7;1
voltageReceiver1;10/04/2025 23:23;b;7;1671
voltageReceiver2;10/04/2025 23:23;b;7;1612
status;10/04/2025 23:23;ALL;7;1
voltageReceiver1;10/04/2025 23:23;a;7;1718
voltageReceiver2;10/04/2025 23:23;a;7;1588
status;10/04/2025 23:23;ALL;7;1
voltageReceiver1;10/04/2025 23:23;b;7;1671
voltageReceiver2;10/04/2025 23:23;b;7;1612
status;10/04/2025 23:24;ALL;7;1
voltageReceiver1;10/04/2025 23:24;a;7;1776
voltageReceiver2;10/04/2025 23:24;a;7;1588
status;10/04/2025 23:24;ALL;7;1
voltageReceiver1;10/04/2025 23:24;b;7;1718
voltageReceiver2;10/04/2025 23:24;b;7;1612
status;10/04/2025 23:24;ALL;7;1
voltageReceiver1;10/04/2025 23:24;a;7;1765
voltageReceiver2;10/04/2025 23:24;a;7;1588
status;10/04/2025 23:24;ALL;7;1
voltageReceiver1;10/04/2025 23:24;b;7;1718
voltageReceiver2;10/04/2025 23:24;b;7;1612
status;10/04/2025 23:25;ALL;7;1
voltageReceiver1;10/04/2025 23:25;a;7;1741
voltageReceiver2;10/04/2025 23:25;a;7;1588
status;10/04/2025 23:25;ALL;7;1
voltageReceiver1;10/04/2025 23:25;b;7;1671
voltageReceiver2;10/04/2025 23:25;b;7;1612
status;10/04/2025 23:25;ALL;7;1
voltageReceiver1;10/04/2025 23:25;a;7;1753
voltageReceiver2;10/04/2025 23:25;a;7;1588
status;10/04/2025 23:25;ALL;7;1
voltageReceiver1;10/04/2025 23:25;b;7;1682
voltageReceiver2;10/04/2025 23:25;b;7;1612
status;10/04/2025 23:26;ALL;7;1
voltageReceiver1;10/04/2025 23:26;a;7;1741
voltageReceiver2;10/04/2025 23:26;a;7;1588
status;10/04/2025 23:26;ALL;7;1
voltageReceiver1;10/04/2025 23:26;b;7;1706
voltageReceiver2;10/04/2025 23:26;b;7;16
status;10/04/2025 23:26;ALL;7;1
voltageReceiver1;10/04/2025 23:26;a;7;1741
voltageReceiver2;10/04/2025 23:26;a;7;1588
status;10/04/2025 23:26;ALL;7;1
voltageReceiver1;10/04/2025 23:26;b;7;1694
voltageReceiver2;10/04/2025 23:26;b;7;16
status;10/04/2025 23:27;ALL;7;1
voltageReceiver1;10/04/2025 23:27;a;7;1753
voltageReceiver2;10/04/2025 23:27;a;7;1588
status;10/04/2025 23:27;ALL;7;1
voltageReceiver1;10/04/2025 23:27;b;7;1694
voltageReceiver2;10/04/2025 23:27;b;7;1612
status;10/04/2025 23:27;ALL;7;1
voltageReceiver1;10/04/2025 23:27;a;7;1753
voltageReceiver2;10/04/2025 23:27;a;7;1588
status;10/04/2025 23:27;ALL;7;1
voltageReceiver1;10/04/2025 23:27;b;7;1706
voltageReceiver2;10/04/2025 23:27;b;7;1612
status;10/04/2025 23:28;ALL;7;1
voltageReceiver1;10/04/2025 23:28;a;7;1741
voltageReceiver2;10/04/2025 23:28;a;7;1588
status;10/04/2025 23:28;ALL;7;1
voltageReceiver1;10/04/2025 23:28;b;7;1682
voltageReceiver2;10/04/2025 23:28;b;7;1612
status;10/04/2025 23:28;ALL;7;1
voltageReceiver1;10/04/2025 23:28;a;7;1753
voltageReceiver2;10/04/2025 23:28;a;7;1588
status;10/04/2025 23:28;ALL;7;1
voltageReceiver1;10/04/2025 23:28;b;7;1682
voltageReceiver2;10/04/2025 23:28;b;7;1612
status;10/04/2025 23:29;ALL;7;1
voltageReceiver1;10/04/2025 23:29;a;7;1741
voltageReceiver2;10/04/2025 23:29;a;7;1588
status;10/04/2025 23:29;ALL;7;1
voltageReceiver1;10/04/2025 23:29;b;7;1706
voltageReceiver2;10/04/2025 23:29;b;7;1612
status;10/04/2025 23:29;ALL;7;1
voltageReceiver1;10/04/2025 23:29;a;7;1729
voltageReceiver2;10/04/2025 23:29;a;7;1588
status;10/04/2025 23:29;ALL;7;1
voltageReceiver1;10/04/2025 23:29;b;7;1694
voltageReceiver2;10/04/2025 23:29;b;7;1612
status;10/04/2025 23:30;ALL;7;1
voltageReceiver1;10/04/2025 23:30;a;7;1765
voltageReceiver2;10/04/2025 23:30;a;7;1588
status;10/04/2025 23:30;ALL;7;1
voltageReceiver1;10/04/2025 23:30;b;7;1706
voltageReceiver2;10/04/2025 23:30;b;7;1612
status;10/04/2025 23:30;ALL;7;1
voltageReceiver1;10/04/2025 23:30;a;7;1765
voltageReceiver2;10/04/2025 23:30;a;7;1588
status;10/04/2025 23:30;ALL;7;1
voltageReceiver1;10/04/2025 23:30;b;7;1718
voltageReceiver2;10/04/2025 23:30;b;7;1612
status;10/04/2025 23:31;ALL;7;1
voltageReceiver1;10/04/2025 23:31;a;7;1729
voltageReceiver2;10/04/2025 23:31;a;7;1588
status;10/04/2025 23:31;ALL;7;1
voltageReceiver1;10/04/2025 23:31;b;7;1659
voltageReceiver2;10/04/2025 23:31;b;7;1612
status;10/04/2025 23:31;ALL;7;1
voltageReceiver1;10/04/2025 23:31;a;7;1741
voltageReceiver2;10/04/2025 23:31;a;7;1588
status;10/04/2025 23:31;ALL;7;1
voltageReceiver1;10/04/2025 23:31;b;7;1659
voltageReceiver2;10/04/2025 23:31;b;7;1612
status;10/04/2025 23:32;ALL;7;1
voltageReceiver1;10/04/2025 23:32;a;7;1753
voltageReceiver2;10/04/2025 23:32;a;7;1588
status;10/04/2025 23:32;ALL;7;1
voltageReceiver1;10/04/2025 23:32;b;7;1729
voltageReceiver2;10/04/2025 23:32;b;7;1612
status;10/04/2025 23:32;ALL;7;1
voltageReceiver1;10/04/2025 23:32;a;7;1753
voltageReceiver2;10/04/2025 23:32;a;7;1588
status;10/04/2025 23:32;ALL;7;1
voltageReceiver1;10/04/2025 23:32;b;7;1718
voltageReceiver2;10/04/2025 23:32;b;7;1612
status;10/04/2025 23:33;ALL;7;1
voltageReceiver1;10/04/2025 23:33;a;7;1753
voltageReceiver2;10/04/2025 23:33;a;7;1588
status;10/04/2025 23:33;ALL;7;1
voltageReceiver1;10/04/2025 23:33;b;7;1671
voltageReceiver2;10/04/2025 23:33;b;7;1612
status;10/04/2025 23:33;ALL;7;1
voltageReceiver1;10/04/2025 23:33;a;7;1741
voltageReceiver2;10/04/2025 23:33;a;7;1588
status;10/04/2025 23:33;ALL;7;1
voltageReceiver1;10/04/2025 23:33;b;7;1682
voltageReceiver2;10/04/2025 23:33;b;7;1612
status;10/04/2025 23:34;ALL;7;1
voltageReceiver1;10/04/2025 23:34;a;7;1753
voltageReceiver2;10/04/2025 23:34;a;7;1588
status;10/04/2025 23:34;ALL;7;1
voltageReceiver1;10/04/2025 23:34;b;7;1694
voltageReceiver2;10/04/2025 23:34;b;7;1612
status;10/04/2025 23:34;ALL;7;1
voltageReceiver1;10/04/2025 23:34;a;7;1753
voltageReceiver2;10/04/2025 23:34;a;7;1588
status;10/04/2025 23:34;ALL;7;1
voltageReceiver1;10/04/2025 23:34;b;7;1682
voltageReceiver2;10/04/2025 23:34;b;7;1612
status;10/04/2025 23:35;ALL;7;1
voltageReceiver1;10/04/2025 23:35;a;7;1741
voltageReceiver2;10/04/2025 23:35;a;7;1588
status;10/04/2025 23:35;ALL;7;1
voltageReceiver1;10/04/2025 23:35;b;7;1706
voltageReceiver2;10/04/2025 23:35;b;7;1612
status;10/04/2025 23:35;ALL;7;1
voltageReceiver1;10/04/2025 23:35;a;7;1741
voltageReceiver2;10/04/2025 23:35;a;7;1588
status;10/04/2025 23:35;ALL;7;1
voltageReceiver1;10/04/2025 23:35;b;7;1718
voltageReceiver2;10/04/2025 23:35;b;7;1612
status;10/04/2025 23:35;ALL;7;1
voltageReceiver1;10/04/2025 23:35;a;7;1765
voltageReceiver2;10/04/2025 23:35;a;7;1588
status;10/04/2025 23:35;ALL;7;1
voltageReceiver1;10/04/2025 23:35;b;7;1682
voltageReceiver2;10/04/2025 23:35;b;7;1612
status;10/04/2025 23:36;ALL;7;1
voltageReceiver1;10/04/2025 23:36;a;7;1765
voltageReceiver2;10/04/2025 23:36;a;7;1588
status;10/04/2025 23:36;ALL;7;1
voltageReceiver1;10/04/2025 23:36;b;7;1682
voltageReceiver2;10/04/2025 23:36;b;7;1612
status;10/04/2025 23:36;ALL;7;1
voltageReceiver1;10/04/2025 23:36;a;7;1741
voltageReceiver2;10/04/2025 23:36;a;7;1588
status;10/04/2025 23:36;ALL;7;1
voltageReceiver1;10/04/2025 23:36;b;7;1706
voltageReceiver2;10/04/2025 23:36;b;7;1612
status;10/04/2025 23:37;ALL;7;1
voltageReceiver1;10/04/2025 23:37;a;7;1741
voltageReceiver2;10/04/2025 23:37;a;7;1588
status;10/04/2025 23:37;ALL;7;1
voltageReceiver1;10/04/2025 23:37;b;7;1694
voltageReceiver2;10/04/2025 23:37;b;7;1612
status;10/04/2025 23:37;ALL;7;1
voltageReceiver1;10/04/2025 23:37;a;7;1753
voltageReceiver2;10/04/2025 23:37;a;7;1588
status;10/04/2025 23:37;ALL;7;1
voltageReceiver1;10/04/2025 23:37;b;7;1694
voltageReceiver2;10/04/2025 23:37;b;7;1612
status;10/04/2025 23:38;ALL;7;1
voltageReceiver1;10/04/2025 23:38;a;7;1741
voltageReceiver2;10/04/2025 23:38;a;7;1588
status;10/04/2025 23:38;ALL;7;1
voltageReceiver1;10/04/2025 23:38;b;7;1694
voltageReceiver2;10/04/2025 23:38;b;7;1612
status;10/04/2025 23:38;ALL;7;1
voltageReceiver1;10/04/2025 23:38;a;7;1753
voltageReceiver2;10/04/2025 23:38;a;7;1588
status;10/04/2025 23:38;ALL;7;1
voltageReceiver1;10/04/2025 23:38;b;7;1694
voltageReceiver2;10/04/2025 23:38;b;7;1612
status;10/04/2025 23:38;ALL;7;1
voltageReceiver1;10/04/2025 23:38;a;7;1765
voltageReceiver2;10/04/2025 23:38;a;7;1588
status;10/04/2025 23:38;ALL;7;1
voltageReceiver1;10/04/2025 23:38;b;7;1706
voltageReceiver2;10/04/2025 23:38;b;7;1612
status;10/04/2025 23:39;ALL;7;1
voltageReceiver1;10/04/2025 23:39;a;7;1741
voltageReceiver2;10/04/2025 23:39;a;7;1588
status;10/04/2025 23:39;ALL;7;1
voltageReceiver1;10/04/2025 23:39;b;7;1682
voltageReceiver2;10/04/2025 23:39;b;7;1612
status;10/04/2025 23:39;ALL;7;1
voltageReceiver1;10/04/2025 23:39;a;7;1741
voltageReceiver2;10/04/2025 23:39;a;7;1588
status;10/04/2025 23:39;ALL;7;1
voltageReceiver1;10/04/2025 23:39;b;7;1682
voltageReceiver2;10/04/2025 23:39;b;7;1612
status;10/04/2025 23:40;ALL;7;1
voltageReceiver1;10/04/2025 23:40;a;7;1753
voltageReceiver2;10/04/2025 23:40;a;7;1588
status;10/04/2025 23:40;ALL;7;1
voltageReceiver1;10/04/2025 23:40;b;7;1706
voltageReceiver2;10/04/2025 23:40;b;7;1612
status;10/04/2025 23:40;ALL;7;1
voltageReceiver1;10/04/2025 23:40;a;7;1753
voltageReceiver2;10/04/2025 23:40;a;7;1588
status;10/04/2025 23:40;ALL;7;1
voltageReceiver1;10/04/2025 23:40;b;7;1706
voltageReceiver2;10/04/2025 23:40;b;7;1612
status;10/04/2025 23:41;ALL;7;1
voltageReceiver1;10/04/2025 23:41;a;7;1753
voltageReceiver2;10/04/2025 23:41;a;7;1588
status;10/04/2025 23:41;ALL;7;1
voltageReceiver1;10/04/2025 23:41;b;7;1682
voltageReceiver2;10/04/2025 23:41;b;7;1612
status;10/04/2025 23:41;ALL;7;1
voltageReceiver1;10/04/2025 23:41;a;7;1753
voltageReceiver2;10/04/2025 23:41;a;7;1588
status;10/04/2025 23:41;ALL;7;1
voltageReceiver1;10/04/2025 23:41;b;7;1682
voltageReceiver2;10/04/2025 23:41;b;7;1612
status;10/04/2025 23:42;ALL;7;1
voltageReceiver1;10/04/2025 23:42;a;7;1741
voltageReceiver2;10/04/2025 23:42;a;7;1588
status;10/04/2025 23:42;ALL;7;1
voltageReceiver1;10/04/2025 23:42;b;7;1706
voltageReceiver2;10/04/2025 23:42;b;7;1612
status;10/04/2025 23:42;ALL;7;1
voltageReceiver1;10/04/2025 23:42;a;7;1741
voltageReceiver2;10/04/2025 23:42;a;7;1588
status;10/04/2025 23:42;ALL;7;1
voltageReceiver1;10/04/2025 23:42;b;7;1694
voltageReceiver2;10/04/2025 23:42;b;7;1612
status;10/04/2025 23:43;ALL;7;1
voltageReceiver1;10/04/2025 23:43;a;7;1753
voltageReceiver2;10/04/2025 23:43;a;7;16
status;10/04/2025 23:43;ALL;7;1
voltageReceiver1;10/04/2025 23:43;b;7;1694
voltageReceiver2;10/04/2025 23:43;b;7;1624
status;10/04/2025 23:43;ALL;7;1
voltageReceiver1;10/04/2025 23:43;a;7;1741
voltageReceiver2;10/04/2025 23:43;a;7;1588
status;10/04/2025 23:43;ALL;7;1
voltageReceiver1;10/04/2025 23:43;b;7;1694
voltageReceiver2;10/04/2025 23:43;b;7;1612
status;10/04/2025 23:44;ALL;7;1
voltageReceiver1;10/04/2025 23:44;a;7;1765
voltageReceiver2;10/04/2025 23:44;a;7;1588
status;10/04/2025 23:44;ALL;7;1
voltageReceiver1;10/04/2025 23:44;b;7;1694
voltageReceiver2;10/04/2025 23:44;b;7;1612
status;10/04/2025 23:44;ALL;7;1
voltageReceiver1;10/04/2025 23:44;a;7;1776
voltageReceiver2;10/04/2025 23:44;a;7;1588
status;10/04/2025 23:44;ALL;7;1
voltageReceiver1;10/04/2025 23:44;b;7;1706
voltageReceiver2;10/04/2025 23:44;b;7;1612
status;10/04/2025 23:45;ALL;7;1
voltageReceiver1;10/04/2025 23:45;a;7;1718
voltageReceiver2;10/04/2025 23:45;a;7;1588
status;10/04/2025 23:45;ALL;7;1
voltageReceiver1;10/04/2025 23:45;b;7;1682
voltageReceiver2;10/04/2025 23:45;b;7;1612
status;10/04/2025 23:45;ALL;7;1
voltageReceiver1;10/04/2025 23:45;a;7;1718
voltageReceiver2;10/04/2025 23:45;a;7;1588
status;10/04/2025 23:45;ALL;7;1
voltageReceiver1;10/04/2025 23:45;b;7;1682
voltageReceiver2;10/04/2025 23:45;b;7;1612
status;10/04/2025 23:46;ALL;7;1
voltageReceiver1;10/04/2025 23:46;a;7;1788
voltageReceiver2;10/04/2025 23:46;a;7;1588
status;10/04/2025 23:46;ALL;7;1
voltageReceiver1;10/04/2025 23:46;b;7;1718
voltageReceiver2;10/04/2025 23:46;b;7;1612
status;10/04/2025 23:46;ALL;7;1
voltageReceiver1;10/04/2025 23:46;a;7;1788
voltageReceiver2;10/04/2025 23:46;a;7;1588
status;10/04/2025 23:46;ALL;7;1
voltageReceiver1;10/04/2025 23:46;b;7;1718
voltageReceiver2;10/04/2025 23:46;b;7;1612
status;10/04/2025 23:47;ALL;7;1
voltageReceiver1;10/04/2025 23:47;a;7;1718
voltageReceiver2;10/04/2025 23:47;a;7;1588
status;10/04/2025 23:47;ALL;7;1
voltageReceiver1;10/04/2025 23:47;b;7;1671
voltageReceiver2;10/04/2025 23:47;b;7;1612
status;10/04/2025 23:47;ALL;7;1
voltageReceiver1;10/04/2025 23:47;a;7;1718
voltageReceiver2;10/04/2025 23:47;a;7;1588
status;10/04/2025 23:47;ALL;7;1
voltageReceiver1;10/04/2025 23:47;b;7;1682
voltageReceiver2;10/04/2025 23:47;b;7;1612
status;10/04/2025 23:48;ALL;7;1
voltageReceiver1;10/04/2025 23:48;a;7;1776
voltageReceiver2;10/04/2025 23:48;a;7;1588
status;10/04/2025 23:48;ALL;7;1
voltageReceiver1;10/04/2025 23:48;b;7;1718
voltageReceiver2;10/04/2025 23:48;b;7;1612
status;10/04/2025 23:48;ALL;7;1
voltageReceiver1;10/04/2025 23:48;a;7;1753
voltageReceiver2;10/04/2025 23:48;a;7;1588
status;10/04/2025 23:48;ALL;7;1
voltageReceiver1;10/04/2025 23:48;b;7;1706
voltageReceiver2;10/04/2025 23:48;b;7;1612
status;10/04/2025 23:49;ALL;7;1
voltageReceiver1;10/04/2025 23:49;a;7;1741
voltageReceiver2;10/04/2025 23:49;a;7;16
status;10/04/2025 23:49;ALL;7;1
voltageReceiver1;10/04/2025 23:49;b;7;1682
voltageReceiver2;10/04/2025 23:49;b;7;1612
status;10/04/2025 23:49;ALL;7;1
voltageReceiver1;10/04/2025 23:49;a;7;1753
voltageReceiver2;10/04/2025 23:49;a;7;16
status;10/04/2025 23:49;ALL;7;1
voltageReceiver1;10/04/2025 23:49;b;7;1694
voltageReceiver2;10/04/2025 23:49;b;7;1612
status;10/04/2025 23:50;ALL;7;1
voltageReceiver1;10/04/2025 23:50;a;7;1741
voltageReceiver2;10/04/2025 23:50;a;7;1588
status;10/04/2025 23:50;ALL;7;1
voltageReceiver1;10/04/2025 23:50;b;7;1694
voltageReceiver2;10/04/2025 23:50;b;7;1612
status;10/04/2025 23:50;ALL;7;1
voltageReceiver1;10/04/2025 23:50;a;7;1741
voltageReceiver2;10/04/2025 23:50;a;7;1588
status;10/04/2025 23:50;ALL;7;1
voltageReceiver1;10/04/2025 23:50;b;7;1694
voltageReceiver2;10/04/2025 23:50;b;7;1612
status;10/04/2025 23:51;ALL;7;1
voltageReceiver1;10/04/2025 23:51;a;7;1753
voltageReceiver2;10/04/2025 23:51;a;7;1588
status;10/04/2025 23:51;ALL;7;1
voltageReceiver1;10/04/2025 23:51;b;7;1718
voltageReceiver2;10/04/2025 23:51;b;7;1624
status;10/04/2025 23:51;ALL;7;1
voltageReceiver1;10/04/2025 23:51;a;7;1753
voltageReceiver2;10/04/2025 23:51;a;7;1588
status;10/04/2025 23:51;ALL;7;1
voltageReceiver1;10/04/2025 23:51;b;7;1718
voltageReceiver2;10/04/2025 23:51;b;7;1612
status;10/04/2025 23:52;ALL;7;1
voltageReceiver1;10/04/2025 23:52;a;7;1753
voltageReceiver2;10/04/2025 23:52;a;7;1588
status;10/04/2025 23:52;ALL;7;1
voltageReceiver1;10/04/2025 23:52;b;7;1682
voltageReceiver2;10/04/2025 23:52;b;7;1612
status;10/04/2025 23:52;ALL;7;1
voltageReceiver1;10/04/2025 23:52;a;7;1765
voltageReceiver2;10/04/2025 23:52;a;7;1588
status;10/04/2025 23:52;ALL;7;1
voltageReceiver1;10/04/2025 23:52;b;7;1694
voltageReceiver2;10/04/2025 23:52;b;7;1612
status;10/04/2025 23:53;ALL;7;1
voltageReceiver1;10/04/2025 23:53;a;7;1741
voltageReceiver2;10/04/2025 23:53;a;7;1588
status;10/04/2025 23:53;ALL;7;1
voltageReceiver1;10/04/2025 23:53;b;7;1706
voltageReceiver2;10/04/2025 23:53;b;7;1612
status;10/04/2025 23:53;ALL;7;1
voltageReceiver1;10/04/2025 23:53;a;7;1741
voltageReceiver2;10/04/2025 23:53;a;7;1588
status;10/04/2025 23:53;ALL;7;1
voltageReceiver1;10/04/2025 23:53;b;7;1694
voltageReceiver2;10/04/2025 23:53;b;7;1612
status;10/04/2025 23:54;ALL;7;1
voltageReceiver1;10/04/2025 23:54;a;7;1765
voltageReceiver2;10/04/2025 23:54;a;7;1588
status;10/04/2025 23:54;ALL;7;1
voltageReceiver1;10/04/2025 23:54;b;7;1718
voltageReceiver2;10/04/2025 23:54;b;7;1624
status;10/04/2025 23:54;ALL;7;1
voltageReceiver1;10/04/2025 23:54;a;7;1765
voltageReceiver2;10/04/2025 23:54;a;7;1588
status;10/04/2025 23:54;ALL;7;1
voltageReceiver1;10/04/2025 23:54;b;7;1729
voltageReceiver2;10/04/2025 23:54;b;7;1624
status;10/04/2025 23:55;ALL;7;1
voltageReceiver1;10/04/2025 23:55;a;7;1741
voltageReceiver2;10/04/2025 23:55;a;7;1588
status;10/04/2025 23:55;ALL;7;1
voltageReceiver1;10/04/2025 23:55;b;7;1682
voltageReceiver2;10/04/2025 23:55;b;7;1612
status;10/04/2025 23:55;ALL;7;1
voltageReceiver1;10/04/2025 23:55;a;7;1753
voltageReceiver2;10/04/2025 23:55;a;7;1588
status;10/04/2025 23:55;ALL;7;1
voltageReceiver1;10/04/2025 23:55;b;7;1671
voltageReceiver2;10/04/2025 23:55;b;7;1612
status;10/04/2025 23:56;ALL;7;1
voltageReceiver1;10/04/2025 23:56;a;7;1753
voltageReceiver2;10/04/2025 23:56;a;7;1588
status;10/04/2025 23:56;ALL;7;1
voltageReceiver1;10/04/2025 23:56;b;7;1729
voltageReceiver2;10/04/2025 23:56;b;7;1624
status;10/04/2025 23:56;ALL;7;1
voltageReceiver1;10/04/2025 23:56;a;7;1753
voltageReceiver2;10/04/2025 23:56;a;7;1588
status;10/04/2025 23:56;ALL;7;1
voltageReceiver1;10/04/2025 23:56;b;7;1729
voltageReceiver2;10/04/2025 23:56;b;7;1624
status;10/04/2025 23:57;ALL;7;1
voltageReceiver1;10/04/2025 23:57;a;7;1753
voltageReceiver2;10/04/2025 23:57;a;7;1588
status;10/04/2025 23:57;ALL;7;1
voltageReceiver1;10/04/2025 23:57;b;7;1682
voltageReceiver2;10/04/2025 23:57;b;7;1612
status;10/04/2025 23:57;ALL;7;1
voltageReceiver1;10/04/2025 23:57;a;7;1765
voltageReceiver2;10/04/2025 23:57;a;7;1588
status;10/04/2025 23:57;ALL;7;1
voltageReceiver1;10/04/2025 23:57;b;7;1694
voltageReceiver2;10/04/2025 23:57;b;7;1612
status;10/04/2025 23:58;ALL;7;1
voltageReceiver1;10/04/2025 23:58;a;7;1741
voltageReceiver2;10/04/2025 23:58;a;7;1588
status;10/04/2025 23:58;ALL;7;1
voltageReceiver1;10/04/2025 23:58;b;7;1706
voltageReceiver2;10/04/2025 23:58;b;7;1624
status;10/04/2025 23:58;ALL;7;1
voltageReceiver1;10/04/2025 23:58;a;7;1741
voltageReceiver2;10/04/2025 23:58;a;7;16
status;10/04/2025 23:58;ALL;7;1
voltageReceiver1;10/04/2025 23:58;b;7;1682
voltageReceiver2;10/04/2025 23:58;b;7;1624
status;10/04/2025 23:59;ALL;7;1
voltageReceiver1;10/04/2025 23:59;a;7;1765
voltageReceiver2;10/04/2025 23:59;a;7;1588
status;10/04/2025 23:59;ALL;7;1
voltageReceiver1;10/04/2025 23:59;b;7;1718
voltageReceiver2;10/04/2025 23:59;b;7;1624
status;10/04/2025 23:59;ALL;7;1
voltageReceiver1;10/04/2025 23:59;a;7;1765
voltageReceiver2;10/04/2025 23:59;a;7;1588
status;10/04/2025 23:59;ALL;7;1
voltageReceiver1;10/04/2025 23:59;b;7;1718
voltageReceiver2;10/04/2025 23:59;b;7;1624
status;11/04/2025 0:00;ALL;7;1
voltageReceiver1;11/04/2025 0:00;a;7;1729
voltageReceiver2;11/04/2025 0:00;a;7;16
status;11/04/2025 0:00;ALL;7;1
voltageReceiver1;11/04/2025 0:00;b;7;1682
voltageReceiver2;11/04/2025 0:00;b;7;1624
status;11/04/2025 0:00;ALL;7;1
voltageReceiver1;11/04/2025 0:00;a;7;1741
voltageReceiver2;11/04/2025 0:00;a;7;16
status;11/04/2025 0:00;ALL;7;1
voltageReceiver1;11/04/2025 0:00;b;7;1694
voltageReceiver2;11/04/2025 0:00;b;7;1624
status;11/04/2025 0:01;ALL;7;1
voltageReceiver1;11/04/2025 0:01;a;7;1765
voltageReceiver2;11/04/2025 0:01;a;7;1588
status;11/04/2025 0:01;ALL;7;1
voltageReceiver1;11/04/2025 0:01;b;7;1706
voltageReceiver2;11/04/2025 0:01;b;7;1612
status;11/04/2025 0:01;ALL;7;1
voltageReceiver1;11/04/2025 0:01;a;7;1765
